longitude,latitude,dist_to_residential_m,dist_to_farmland_m,dist_to_industrial_m
-6.240455678586557,32.57031067739598,2472.3373957810295,497.3715184422423,8993.676916112194
-8.106784987237177,33.14276634219311,8597.279615787058,96.91360119407807,21259.043987691995
-7.33993661378355,33.50718790759607,5438.653560554286,1293.8781636021097,9539.072942169285
-5.2909693282717285,35.24524216529385,3399.174043811058,1111.2693602333723,3340.847393879989
-5.907753960776517,34.04177887129805,823.0707585423928,1784.0298587467237,23401.926626543413
-8.135883499923409,31.355042089920683,231.3646456300121,114.70177675097875,7455.809759714179
-7.926502887897812,32.72549499529793,8676.625686956615,3630.34742496216,28054.0503251716
-8.063450299191743,32.93599506991683,256.60360889129765,1685.2134058543477,1538.4730882960735
-6.829559435719204,32.99616455674907,4797.175720031242,5649.383644376285,10502.125854144231
-6.464064858606207,32.10688518420415,9607.634593304381,12020.278155141017,11761.857044072969
-6.509500117436175,32.10895868809325,10593.089455279442,11258.26670275292,9800.879540258902
-2.811657398769739,34.732840049428994,934.7165923835189,10257.832632937187,21828.480276237977
-5.408276877076048,35.445892277606724,1417.7212132806308,5111.262691528467,12028.952901549643
-9.187815890890365,32.32419782656871,163.34769570680118,2748.876259328644,1418.562069859179
-2.937791936448548,34.663013799847135,212.80495934768757,2901.289570873139,29588.873847057523
-5.492899558967338,35.29897967297382,1860.5881056719586,7184.892918846984,18167.43001193911
-7.261119678929901,31.645434949363672,432.9686494213581,6346.3933383982485,30670.96108846277
-4.460688370571687,31.993856011645736,1433.915625517191,155.3678549395752,3773.457957045374
-4.749205927711159,34.16162509292388,874.1881813084038,1892.509529433241,124.00835728798732
-6.749806051208053,33.93798591691677,4588.652681919959,385.42623933183773,1076.451647331593
-5.732615691261003,35.640862538975114,3619.086553817677,618.771792262258,1235.030839846607
-5.839271212895994,34.94162683281228,1090.8873547094383,2954.8909884357417,0.0
-7.638111317682956,32.475698738106544,6130.929165524579,4908.151374873456,26219.66754082688
-3.818961815435273,35.08582820720632,1418.0342927904683,306.187996162337,7343.713198333352
-6.088703385852341,35.15477853510151,1182.9755165003653,181.72038869948454,5093.844227711917
-7.257572818430674,31.66537324557896,1640.83810376441,4242.843344250156,29657.531368250595
-7.078143398698728,31.84592461542893,1934.4495637909256,5610.390573058033,33603.39955391379
-5.930883504869711,33.46071743106484,6832.346793837394,4561.481232767197,18583.355975262522
-6.606380991389414,33.50838534141053,806.3029430289698,161.49588336310723,37489.586527608
-1.7342505291384214,33.97787128583144,7599.715998835999,16798.96191481879,7769.960567247036
-2.1580969499140106,34.03891278319854,9020.397538344436,9079.480479362572,29345.92441177807
-7.984514565694495,33.123702936141854,987.0432527188083,178.4529138906573,20160.53498224507
-7.624905492893959,31.595199855888776,3441.13301721286,2249.308706145835,4824.113684729076
-8.206463770786172,31.907645940907727,3148.8379694964206,1244.2773041564585,4906.325061210921
-6.823280045437513,31.814366400289305,11673.453627369481,10432.086325305558,23247.596266305132
-6.569412946749878,32.77864023376003,2958.3751089274692,10927.958807898744,7161.521159879478
-8.245402741742964,31.46964662379288,3239.910421948792,1506.5637052560046,14264.587772253537
-3.400238408775408,34.821338653756136,2664.2834871873506,1312.2793792591276,18182.183811438925
-6.393510577251163,32.65752824063606,11864.227825867027,305.85231107243544,8087.517292491361
-5.091620821843207,33.51910036339115,2386.3554036555593,3724.8581825351453,12996.747607121155
-4.1124578620405146,32.70885808962936,7403.85165297402,14582.591806832033,43512.47250525972
-4.87902973083726,31.4676378081386,953.3101802238926,21.65270716711044,50310.28319978607
-5.092018300603854,31.15476038038741,410.67516359825623,904.259478285968,54251.175854875226
-4.097055737232324,32.31044855675572,3420.9546950539343,683.5412241330885,52756.403339106546
-2.5679115248967155,32.731628206177,33839.19106755529,44000.399803262495,60395.22267765904
-2.913003267286683,33.60470104901436,23997.058480558124,51688.85098448658,81311.98283803683
-8.838741919004123,31.46386032099717,2742.6023000688997,3578.790038470329,6322.151389738095
-9.623792667797147,31.246365073089866,609.0439956857027,6863.729088598846,22346.18406286854
-2.863940021014969,34.29051603198951,11554.695406074587,1811.137384635469,8164.217689096706
-5.77495051485414,33.10559692136104,2371.631053973377,2568.1014693793645,15590.253145279983
-6.967669495950304,33.733600759167985,8892.326400293401,354.31031215537865,8273.753627372103
-6.823499184139791,33.82125646761205,1933.2040998466746,327.46997442407445,2944.7027455909633
-6.385314442107642,32.808962331646455,9079.36279321036,2142.7407437036063,8975.041569639907
