longitude,latitude,dist_to_residential_m,dist_to_farmland_m,dist_to_industrial_m
-5.8964565666170765,35.75203372207881,180.33953645179594,215.7288136838636,2764.053419123602
-6.548111588578762,32.98891372239053,12020.3576310381,3238.0676025536386,12446.350576560646
-5.081933609848079,32.91184233295757,796.0690314582743,107.67464868061546,13903.110552830158
-4.678269992965624,33.930793408089464,7529.155680048538,1118.1657266843908,17973.386904144663
-3.237636429577378,34.11029526101777,3578.397998867883,10065.936338836587,17719.288709510376
-7.119347055022387,33.08927358231011,6576.756192219385,151.92421550528493,10473.035908398566
-5.797211990141022,35.66898405876758,545.1146569297407,113.21161360548376,3194.7634041704237
-5.826045101200293,35.69471570666462,1480.917521127363,255.57746469352898,984.7812555330661
-5.3835200457133965,35.68423685474726,3087.421807940265,348.65897174137933,6429.163624779377
-6.4128454382661735,34.488271336353264,979.2517750933218,429.44126532819087,4390.625967222684
-4.955454010394022,34.01909889559772,1361.4621440317173,324.7488079451485,1459.9048383254792
-5.087763109779529,33.511670813057826,2785.9157174909774,4621.586348086104,13225.491803708372
-5.019725901329082,34.45917617903768,2593.555673662122,4247.215413229569,13757.679461745007
-4.887847987294549,34.464518636725984,1599.8369188254187,1770.721133895639,1759.6621260532656
-3.511428281589644,31.91129110719908,4938.077239472686,37487.00707988345,16960.55446956202
-4.317233295879703,34.932062830635395,185.58553851623233,898.9572019161828,24517.3952858367
-4.970819136193995,33.967350886134625,1470.7714493797646,39.59465440103871,5651.897025871699
-4.669511178098161,34.564773081712644,1532.6091667479482,2467.3117114476313,21817.721607194566
-4.887139847625689,33.80114950714421,4342.697961050287,2969.058920370518,5384.734244456599
-5.836236440758967,35.53132868317243,6987.658658732119,1369.3341417550037,11729.328892982785
-4.968662911763771,33.650837521834426,7831.271503790421,8200.413685733054,6323.023220919345
-2.8762793454152984,35.017398402414635,2348.1989383457485,236.7248186667192,1026.673384793513
-5.200080542682712,34.597764630033794,7731.146269901289,3194.3451268076974,23948.356549752574
-5.319998377323032,34.105068447151375,1006.8258455543131,1273.18767885323,17161.311109770977
-4.823694138673375,34.46050649218101,2443.206747007742,2399.7060872525644,4218.174206046506
-2.28311039273018,34.89881439726678,974.8471387713053,196.14297411329227,4041.2392068757017
-2.273556784018126,34.90034705067609,1838.6171185476494,325.779361871186,4582.204951735115
-2.639546322804392,34.20660255366517,22516.014120792384,15155.461039257454,29159.328502923152
-4.573472015620836,34.610233749088415,1736.509349517864,5472.069240771945,31960.352663300793
-4.333518146644907,34.015133613825455,4932.007031070507,6126.985702629957,27146.650506460526
-4.190384462672569,34.632979663081244,7915.920838214602,30791.232785801683,45372.6907458941
-6.51261501916764,33.29887980455947,17848.88769160039,751.0882794634144,46007.93961565748
-5.888613661790885,32.693030239254256,5420.862273063334,1195.4352337935368,25786.996876672663
-6.6885961980559605,33.32601734192701,2104.0361685916732,3035.91243521115,48172.65430213366
-8.450532807942523,31.965154073002346,7223.277320965452,5137.860152511121,26359.06951576273
-6.186245358636199,32.622688323807374,5949.348885973289,349.4959387694224,6858.33922481999
-6.26163732800012,32.78381654799558,5196.40419076358,2949.249205024757,11577.298111699127
-8.611080442408308,31.821715159127397,3157.4799399075127,18564.822632446117,26889.35173014044
-3.315294809207898,35.10437010899357,1948.9318546268878,2837.1161979873195,13052.293347607088
-1.9878117342239536,32.74064658607126,8726.140565926666,5100.865015354474,19443.728407953353
-1.6946797089012762,32.45392744279741,1601.9212210317812,19716.507959930314,26933.356392664402
-2.242056806276366,33.34943267707654,23860.295852162257,71631.14081571336,90779.94111027542
-4.767857937993199,32.79207079643038,9976.442320194228,7822.048359942477,16216.905950036953
-5.503271403252483,35.69990293777061,2196.877590374857,681.665766094932,10042.418247300422
-9.6418569648269,31.0946805370773,918.96612416422,13902.177224924537,35195.46259240043
-7.099798250688536,33.205242501040686,12491.356134516049,901.5158820608743,18802.45117471239
-7.43466856580153,33.574445863386075,870.4011033348033,82.43139509083078,2133.2569433793215
-5.484677853400058,35.87556547067003,365.69451471155145,1365.446274405605,295.15382363982405
-8.088312525702293,31.18988388763158,1296.5728009828804,1654.2182466484442,15311.532490912841
-7.3456039713460655,33.10548461762124,9730.989127123865,291.0310099156652,7938.853410213797
-7.522478927959981,33.02154911130253,1268.051146826472,328.92682142418846,2713.853369133819
-7.464007703792333,33.106621162836674,6948.656945495785,0.0,5012.054371663499
-8.4771159573354,31.18037562543498,1115.7963169092914,2900.213058859373,14907.197552526322
-7.111661048618259,32.29896404155748,7220.2919451871985,1358.9213504894144,16819.44292059296
-6.910770853292035,33.76861160743983,3685.1902343379556,524.9820611541878,2276.4896558407
-6.346698372731511,32.305015383553375,936.8898597856638,3725.7024250389854,5447.233623588047
-1.3456563229807443,32.33617518014063,25103.201310610224,6379.32665402331,25496.028205976134
-4.767840386824162,32.58543201227762,4875.916974079629,6461.01058468058,29616.192302675474
-6.316497930634853,30.809276681973586,3878.779128488689,2940.214449106614,13092.764455381624
-6.689817598802903,33.15736048190087,6432.201576789464,5719.153335379058,29674.216469329644
-8.816785107046881,32.00248871997864,3762.983256024201,19090.725874612843,21628.0786531157
-6.759905425195029,30.912672861763387,298.4344794564903,8131.874687031906,293.97789798285515
-9.494654353115664,29.845994946409853,1926.964933791839,6046.771806870467,26851.662049390598
-9.199414306125162,30.67484895881261,1695.9549462620446,3622.113536158835,14949.325122735
-9.1715390198097,30.190263059992507,116.08002060249282,3569.3777661983722,3347.070801662149
-9.285405879377665,30.569466047120617,304.17688632930833,1475.4312051557065,605.4366797152262
-9.393639102362386,30.482661868950224,248.14532436774144,59.1376316921598,7325.620409881475
-5.907821420721802,31.697737422344343,1374.782761208045,7218.058009214893,41015.34314071817
-8.138256975378965,30.69325765661569,1352.0483255230629,578.4069397109428,5782.523083648544
-9.713085053332406,29.22330091370645,2136.558882599034,6373.874394053692,43677.90487131744
-9.727958887592363,29.22908748539936,1911.0995183485281,5971.774518971869,42890.04028945197
-8.532194336199437,30.667295490894453,1451.6313727695212,2427.8703400336526,9747.958877428622
-7.980255310833741,30.73470091841296,514.873933803993,186.40281513020003,5351.492370854844
-9.68562704525175,30.76197889570967,390.52761884626443,762.5701869762974,9151.25934755178
-9.128306499245411,30.053815482898354,971.7388478970794,1640.8730707544926,268.76478156084863
-9.217380355818532,28.41407895857724,147.1839841041425,4447.451173779888,78414.8122953298
-9.451942953704188,29.45495424344374,4383.465662945081,3081.2555437483466,27766.7128235527
-7.299080152426938,30.62020959389793,1028.488213233416,931.0519014407079,10732.659637619387
-12.054887640951732,27.63748904238548,40809.98504369086,38672.37367156607,28954.662717001982
-10.985235441862017,28.310681864176843,8492.740200251012,7869.813607400676,16011.173019208221
-11.086365130446154,28.189957176682597,20361.499802673647,19747.511687837854,26290.765265427333
-5.426422434147867,33.60133655214037,7323.638206713903,851.0854294642421,10744.517072505578
