name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Kasbat Tadla,31.740000000000002,25.86,22.39,16.500000000000004,19.18,11.64,15.42,18.450000000000006,17.43,15.13,16.03,12.7,8.72
Sidi Said Maachou,21.950000000000003,14.440000000000001,11.319999999999999,10.89,17.03,11.649999999999999,14.29,19.650000000000002,16.360000000000003,24.33,29.390000000000004,9.469999999999997,6.930000000000001
Mellah,26.88,17.65,16.05,12.35,17.759999999999998,12.22,15.73,21.000000000000004,16.42,26.549999999999997,28.279999999999998,8.52,7.470000000000001
Ali Thelat,59.71999999999999,30.73,34.91,24.16,28.180000000000003,21.18,31.13,42.709999999999994,29.449999999999996,28.750000000000004,29.68,18.479999999999997,17.930000000000003
El Kansra,39.96,25.799999999999997,26.319999999999993,21.78,20.450000000000003,13.99,19.18,28.590000000000003,21.199999999999996,17.180000000000003,20.35,10.939999999999998,10.13
Lalla Takerkoust,12.010000000000002,13.09,9.139999999999999,10.239999999999998,16.1,7.800000000000001,10.000000000000002,9.97,11.369999999999997,12.27,10.81,8.940000000000001,8.71
Imfout,19.200000000000003,15.369999999999997,10.780000000000001,10.93,17.259999999999998,9.370000000000001,12.270000000000001,15.1,13.359999999999998,13.04,20.59,9.56,6.28
Daourat,21.950000000000003,14.440000000000001,11.319999999999999,10.89,17.03,11.649999999999999,14.29,19.650000000000002,16.360000000000003,24.33,29.390000000000004,9.469999999999997,6.930000000000001
Zemrane,28.610000000000003,21.06,16.48,13.48,17.950000000000003,11.36,15.38,21.02,16.75,17.09,20.040000000000003,9.34,7.62
Bin El Oiudane,24.979999999999997,23.259999999999998,20.71,13.790000000000001,16.700000000000003,9.649999999999999,12.210000000000003,12.25,15.559999999999997,15.849999999999998,14.48,14.17,8.009999999999998
Ait Ourda,24.979999999999997,23.259999999999998,20.71,13.790000000000001,16.700000000000003,9.649999999999999,12.210000000000003,12.25,15.559999999999997,15.849999999999998,14.48,14.17,8.009999999999998
Mechraa Hammadi,24.910000000000004,21.620000000000005,24.68,17.990000000000002,15.519999999999998,9.42,12.95,14.32,11.620000000000001,11.860000000000001,11.43,9.5,7.089999999999998
Nakhla,35.379999999999995,18.9,20.779999999999998,13.46,17.76,14.96,21.94,23.67,18.14,19.75,19.91,14.979999999999997,14.81
Safi,18.739999999999995,14.21,9.660000000000002,10.339999999999998,15.45,9.690000000000001,13.0,13.219999999999999,10.809999999999999,13.719999999999999,16.469999999999995,8.58,5.910000000000001
Mohammed V,29.700000000000003,22.139999999999997,18.92,14.090000000000002,16.18,13.890000000000002,16.44,23.24,16.9,15.82,13.89,11.320000000000002,8.790000000000001
Ajras,35.379999999999995,18.9,20.779999999999998,13.46,17.76,14.96,21.94,23.67,18.14,19.75,19.91,14.979999999999997,14.81
Moulay Youssef,11.26,13.25,10.690000000000001,9.91,15.22,7.629999999999999,10.379999999999999,10.06,11.069999999999999,10.070000000000002,9.97,7.830000000000001,8.790000000000001
Hassan Addakhil,9.860000000000001,11.68,10.37,5.81,13.17,6.209999999999999,9.42,8.59,13.0,11.79,26.66,24.980000000000004,6.46
Idriss 1er,47.980000000000004,30.56,31.759999999999998,25.139999999999993,24.359999999999996,17.65,21.969999999999995,32.050000000000004,25.779999999999998,21.720000000000002,22.03,13.340000000000002,11.57
Sidi   Med.  Ben  Abdellah,29.39,19.520000000000003,19.67,13.829999999999998,17.669999999999998,11.41,17.21,23.79,15.899999999999997,21.4,18.45,7.609999999999999,7.65
Ibn  Batouta,35.379999999999995,18.9,20.779999999999998,13.46,17.76,14.96,21.94,23.67,18.14,19.75,19.91,14.979999999999997,14.81
Oued  El  Makhazine,55.31,29.100000000000005,32.480000000000004,24.14,26.509999999999998,17.61,25.98,34.18000000000001,22.910000000000004,22.269999999999996,24.080000000000002,13.969999999999999,15.3
Al  Massira,19.169999999999998,16.1,11.32,10.21,16.290000000000003,9.04,11.09,14.6,13.579999999999998,16.419999999999998,22.44,9.44,6.03
Med. Ben Abdelkrim  Khattabi,32.63,22.380000000000003,19.64,13.41,18.150000000000002,12.35,19.849999999999998,18.790000000000006,15.870000000000003,17.66,17.959999999999997,14.330000000000002,10.739999999999998
Garde  du   Loukkos,41.42,23.23,24.64,17.34,22.329999999999995,15.070000000000002,21.349999999999998,25.56,18.440000000000005,15.780000000000001,18.980000000000004,10.299999999999997,10.81
Timi  Noutione,11.26,13.25,10.690000000000001,9.91,15.22,7.629999999999999,10.379999999999999,10.06,11.069999999999999,10.070000000000002,9.97,7.830000000000001,8.790000000000001
Sidi  Driss,18.55,19.43,15.789999999999997,11.069999999999999,15.190000000000003,7.8100000000000005,9.629999999999999,10.62,13.170000000000002,13.39,12.849999999999998,11.900000000000002,6.6400000000000015
Ait  Lamrabtya,41.88000000000001,28.770000000000003,28.47,23.269999999999996,23.48,16.5,21.880000000000003,31.740000000000002,23.509999999999998,20.28,22.92,12.49,12.17
Arid,30.159999999999997,20.779999999999998,18.79,14.509999999999998,18.1,11.719999999999999,16.88,23.97,16.83,20.03,20.029999999999998,8.42,8.13
Msakhskha,13.190000000000001,13.860000000000003,14.95,10.290000000000001,13.33,12.23,12.16,13.24,11.63,9.310000000000002,11.74,7.939999999999999,5.91
SIDI ALI,13.190000000000001,13.860000000000003,14.95,10.290000000000001,13.33,12.23,12.16,13.24,11.63,9.310000000000002,11.74,7.939999999999999,5.91
